# [4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048]
1466352000,      0.99206349,      0.99832074,             nan,             nan,             nan
1466359200,      0.98000000,      0.98267175,             nan,             nan,             nan
1466366400,      1.01779510,      1.02848222,             nan,             nan,             nan
1466373600,      1.02125458,      1.01730238,             nan,             nan,             nan
1466380800,      0.99082011,      1.00002693,             nan,             nan,             nan
1466388000,      0.98943696,      1.00368098,             nan,             nan,             nan
1466395200,      0.98487203,      0.94338275,             nan,             nan,             nan
1466402400,      0.96144461,      0.90719942,             nan,             nan,             nan
1466409600,      0.97292724,      1.01894932,             nan,             nan,             nan
1466416800,      1.00869565,      1.03690619,             nan,             nan,             nan
1466424000,      1.02056474,      0.99304666,             nan,             nan,             nan
1466431200,      1.01363756,      1.01922069,             nan,             nan,             nan
1466438400,      0.99250000,      1.03209160,             nan,             nan,             nan
1466445600,      1.00671704,      1.00099262,             nan,             nan,             nan
1466452800,      1.00000000,      1.00588879,             nan,             nan,             nan
1466460000,      0.99118442,      0.99307708,             nan,             nan,             nan
1466467200,      0.99279703,      0.96211642,             nan,             nan,             nan
1466474400,      0.96197047,      0.95451063,             nan,             nan,             nan
1466481600,      1.03083701,      1.04023366,             nan,             nan,             nan
1466488800,      0.99652247,      1.03251813,             nan,             nan,             nan
1466496000,      0.99148210,      0.98853993,             nan,             nan,             nan
1466503200,      1.06401384,      1.01769912,             nan,             nan,             nan
1466510400,      1.04425203,      1.04782608,             nan,             nan,             nan
1466517600,      0.97241578,      0.98921162,             nan,             nan,             nan
1466524800,      0.99279424,      0.99832215,             nan,             nan,             nan
1466532000,      0.99193548,      1.00905059,             nan,             nan,             nan
1466539200,      1.00813008,      1.00532236,             nan,             nan,             nan
1466546400,      1.07419355,      1.01999639,             nan,             nan,             nan
1466553600,      1.09085661,      1.06717928,             nan,             nan,             nan
1466560800,      1.01856752,      1.05021405,             nan,             nan,             nan
1466568000,      1.07770270,      1.03053413,             nan,             nan,             nan
