<DATE/TIME>;<UTS>;<HIGH>;<LOW>
2016-01-01 00:00:00;1451606400;430.804223;428.26000202
2016-01-01 02:00:00;1451613600;431.76;430.80422532
2016-01-01 04:00:00;1451620800;433.01013736;431.75999999
2016-01-01 06:00:00;1451628000;433.01013738;432.14
2016-01-01 08:00:00;1451635200;430.900001;430.9
2016-01-01 10:00:00;1451642400;432.62;431.76
2016-01-01 12:00:00;1451649600;432.62;431.76
2016-01-01 14:00:00;1451656800;431.76;429.12
2016-01-01 16:00:00;1451664000;434.069999;428.27005853
2016-01-01 18:00:00;1451671200;434.06999898;428.5000111
2016-01-01 20:00:00;1451678400;435.0;432.06999867
2016-01-01 22:00:00;1451685600;434.98999999;434.98999999
2016-01-02 00:00:00;1451692800;438.13999999;434.98999999
2016-01-02 02:00:00;1451700000;431.35;430.5
2016-01-02 04:00:00;1451707200;432.22;430.900001
2016-01-02 06:00:00;1451714400;432.22;432.22
2016-01-02 08:00:00;1451721600;432.49000001;432.49
2016-01-02 10:00:00;1451728800;432.5;432.5
2016-01-02 12:00:00;1451736000;432.5;432.5
2016-01-02 14:00:00;1451743200;437.36350001;432.48
2016-01-02 16:00:00;1451750400;432.22;432.22
2016-01-02 18:00:00;1451757600;432.22;432.22
2016-01-02 20:00:00;1451764800;436.9499;436.9499
2016-01-02 22:00:00;1451772000;436.9499;436.9499
2016-01-03 00:00:00;1451779200;436.9499;436.9499
2016-01-03 02:00:00;1451786400;435.61499822;430.49
2016-01-03 04:00:00;1451793600;435.12727962;429.0
2016-01-03 06:00:00;1451800800;435.12727959;435.12727959
2016-01-03 08:00:00;1451808000;429.0;426.45308869
2016-01-03 10:00:00;1451815200;429.0;426.453091
2016-01-03 12:00:00;1451822400;429.86;427.29999999
2016-01-03 14:00:00;1451829600;427.29999999;427.29999999
2016-01-03 16:00:00;1451836800;427.29263522;427.29263522
2016-01-03 18:00:00;1451844000;427.72128881;427.29
2016-01-03 20:00:00;1451851200;428.14;427.29
2016-01-03 22:00:00;1451858400;428.14;428.14
2016-01-04 00:00:00;1451865600;428.14;428.14
2016-01-04 02:00:00;1451872800;429.14;427.29114042
2016-01-04 04:00:00;1451880000;429.999;429.14
2016-01-04 06:00:00;1451887200;435.67957701;429.5695
2016-01-04 08:00:00;1451894400;429.78425;429.57000001
2016-01-04 10:00:00;1451901600;429.93577016;429.5695
2016-01-04 12:00:00;1451908800;435.54416286;429.9997505
2016-01-04 14:00:00;1451916000;435.999999;429.5695
2016-01-04 16:00:00;1451923200;435.999999;430.99961632
2016-01-04 18:00:00;1451930400;430.99971927;430.14002522
2016-01-04 20:00:00;1451937600;435.99999;435.13
2016-01-04 22:00:00;1451944800;435.999999;430.5006219
2016-01-05 00:00:00;1451952000;430.14021095;430.14021095
2016-01-05 02:00:00;1451959200;435.999999;435.999999
2016-01-05 04:00:00;1451966400;430.14183859;430.14183859
2016-01-05 06:00:00;1451973600;430.14242017;430.14242017
2016-01-05 08:00:00;1451980800;431.56;430.70111111
2016-01-05 10:00:00;1451988000;430.70111111;430.70111111
2016-01-05 12:00:00;1451995200;430.70111111;430.14209404
2016-01-05 14:00:00;1452002400;431.0;431.0
2016-01-05 16:00:00;1452009600;431.0;431.0
2016-01-05 18:00:00;1452016800;432.93010831;429.5695
2016-01-05 20:00:00;1452024000;433.76835507;430.37677352
2016-01-05 22:00:00;1452031200;430.37677352;430.37677352
2016-01-06 00:00:00;1452038400;433.0;430.17047263
2016-01-06 02:00:00;1452045600;432.53164101;428.0
2016-01-06 04:00:00;1452052800;427.68639676;427.68639676
2016-01-06 06:00:00;1452060000;427.68639676;427.68639676
2016-01-06 08:00:00;1452067200;430.33418733;430.33418733
2016-01-06 10:00:00;1452074400;427.290001;427.290001
2016-01-06 12:00:00;1452081600;429.87070185;427.77132857
2016-01-06 14:00:00;1452088800;431.19792;431.19792
2016-01-06 16:00:00;1452096000;431.19792;431.19792
2016-01-06 18:00:00;1452103200;431.37864;431.37864
2016-01-06 20:00:00;1452110400;427.48635461;427.48635461
2016-01-06 22:00:00;1452117600;434.99999973;427.50002018
2016-01-07 00:00:00;1452124800;427.5006401;427.50057343
2016-01-07 02:00:00;1452132000;440.0;434.99999971
2016-01-07 04:00:00;1452139200;439.12006762;439.12006762
2016-01-07 06:00:00;1452146400;447.99;439.12006762
2016-01-07 08:00:00;1452153600;447.89;446.99999999
2016-01-07 10:00:00;1452160800;446.99999999;446.99999999
2016-01-07 12:00:00;1452168000;456.1334;447.89
2016-01-07 14:00:00;1452175200;454.9;447.89700002
2016-01-07 16:00:00;1452182400;452.9;447.89700011
2016-01-07 18:00:00;1452189600;450.00000465;450.0
2016-01-07 20:00:00;1452196800;456.8;450.10000485
2016-01-07 22:00:00;1452204000;458.89700208;450.10001128
2016-01-08 00:00:00;1452211200;468.0;446.99999999
2016-01-08 02:00:00;1452218400;453.00000004;453.00000001
2016-01-08 04:00:00;1452225600;467.89999994;453.00009103
2016-01-08 06:00:00;1452232800;465.499;453.1
2016-01-08 08:00:00;1452240000;453.1;453.1
2016-01-08 10:00:00;1452247200;455.0;454.01
2016-01-08 12:00:00;1452254400;456.92;455.1
2016-01-08 14:00:00;1452261600;459.99999999;456.01
2016-01-08 16:00:00;1452268800;456.01;449.0
2016-01-08 18:00:00;1452276000;450.0;450.0
2016-01-08 20:00:00;1452283200;446.99999999;446.99999999
2016-01-08 22:00:00;1452290400;457.38526178;452.1549645
2016-01-09 00:00:00;1452297600;457.3980537;453.05
2016-01-09 02:00:00;1452304800;455.27;450.44768629
2016-01-09 04:00:00;1452312000;451.93258667;448.3
2016-01-09 06:00:00;1452319200;451.86;447.00037915
2016-01-09 08:00:00;1452326400;454.03051;452.76
2016-01-09 10:00:00;1452333600;452.26;448.32
2016-01-09 12:00:00;1452340800;448.44759961;448.44759961
2016-01-09 14:00:00;1452348000;447.42;447.42
2016-01-09 16:00:00;1452355200;450.0;448.31
2016-01-09 18:00:00;1452362400;450.0;450.0
2016-01-09 20:00:00;1452369600;452.76;450.36
2016-01-09 22:00:00;1452376800;452.76;447.42
2016-01-10 00:00:00;1452384000;448.60376777;446.99999999
2016-01-10 02:00:00;1452391200;446.99999999;445.0
2016-01-10 04:00:00;1452398400;448.14912508;445.89
2016-01-10 06:00:00;1452405600;447.98442821;447.44
2016-01-10 08:00:00;1452412800;447.44;446.98442821
2016-01-10 10:00:00;1452420000;445.81050897;440.02000706
2016-01-10 12:00:00;1452427200;453.02999998;441.97
2016-01-10 14:00:00;1452434400;442.15;441.68252979
2016-01-10 16:00:00;1452441600;443.04;442.22342407
2016-01-10 18:00:00;1452448800;448.6611622;446.92
2016-01-10 20:00:00;1452456000;450.0;446.10822351
2016-01-10 22:00:00;1452463200;450.72851988;447.87047098
2016-01-11 00:00:00;1452470400;453.11536353;448.77
2016-01-11 02:00:00;1452477600;455.66999999;448.77
2016-01-11 04:00:00;1452484800;449.67;448.62756072
2016-01-11 06:00:00;1452492000;448.48;444.89
2016-01-11 08:00:00;1452499200;448.77;447.0
2016-01-11 10:00:00;1452506400;447.3;447.0
2016-01-11 12:00:00;1452513600;448.01693702;444.89
2016-01-11 14:00:00;1452520800;449.38;446.08
2016-01-11 16:00:00;1452528000;447.74;446.08
2016-01-11 18:00:00;1452535200;447.74;447.29524206
2016-01-11 20:00:00;1452542400;451.00943763;447.73
2016-01-11 22:00:00;1452549600;451.27666287;447.0
2016-01-12 00:00:00;1452556800;448.30345283;445.19
2016-01-12 02:00:00;1452564000;446.08;446.08
2016-01-12 04:00:00;1452571200;448.62;445.20295143
2016-01-12 06:00:00;1452578400;446.11114238;445.2
2016-01-12 08:00:00;1452585600;446.74;445.85
2016-01-12 10:00:00;1452592800;448.62;445.19
2016-01-12 12:00:00;1452600000;448.48182676;448.48182676
2016-01-12 14:00:00;1452607200;447.58;447.30466018
2016-01-12 16:00:00;1452614400;446.20000003;444.0
2016-01-12 18:00:00;1452621600;446.20000003;444.0
2016-01-12 20:00:00;1452628800;446.20000003;444.000001
2016-01-12 22:00:00;1452636000;446.20000003;434.07784163
2016-01-13 00:00:00;1452643200;438.16843096;424.001
2016-01-13 02:00:00;1452650400;430.3477961;430.3477961
2016-01-13 04:00:00;1452657600;431.73110188;428.21
2016-01-13 06:00:00;1452664800;433.21908576;428.21
2016-01-13 08:00:00;1452672000;439.69999998;430.00000001
2016-01-13 10:00:00;1452679200;433.27901134;432.5
2016-01-13 12:00:00;1452686400;433.28;426.5
2016-01-13 14:00:00;1452693600;438.6999899;426.4000001
2016-01-13 16:00:00;1452700800;430.02330503;426.4000002
2016-01-13 18:00:00;1452708000;438.69997985;426.0
2016-01-13 20:00:00;1452715200;429.17891139;429.17891139
2016-01-13 22:00:00;1452722400;437.79097555;429.17891139
2016-01-14 00:00:00;1452729600;428.53476603;428.53476603
2016-01-14 02:00:00;1452736800;433.83525575;429.31484145
2016-01-14 04:00:00;1452744000;433.22778609;433.22778609
2016-01-14 06:00:00;1452751200;434.99999999;424.0
2016-01-14 08:00:00;1452758400;431.77313063;431.77313063
2016-01-14 10:00:00;1452765600;434.13;428.88744954
2016-01-14 12:00:00;1452772800;433.37434283;428.92911699
2016-01-14 14:00:00;1452780000;431.0;429.49640246
2016-01-14 16:00:00;1452787200;431.65;430.79
2016-01-14 18:00:00;1452794400;431.86;431.48140443
2016-01-14 20:00:00;1452801600;433.871332;431.87
2016-01-14 22:00:00;1452808800;431.87;429.49640246
2016-01-15 00:00:00;1452816000;429.49640246;420.46199989
2016-01-15 02:00:00;1452823200;421.75780745;410.10000011
2016-01-15 04:00:00;1452830400;416.25;406.00006601
2016-01-15 06:00:00;1452837600;417.628;406.0000661
2016-01-15 08:00:00;1452844800;412.73;406.1
2016-01-15 10:00:00;1452852000;408.7286587;390.0
2016-01-15 12:00:00;1452859200;405.0;381.00000002
2016-01-15 14:00:00;1452866400;394.9122832;380.35141238
2016-01-15 16:00:00;1452873600;396.24;384.00000151
2016-01-15 18:00:00;1452880800;394.2036368;385.4
2016-01-15 20:00:00;1452888000;390.0;375.0
2016-01-15 22:00:00;1452895200;381.0;358.000006
2016-01-16 00:00:00;1452902400;367.342;333.6
2016-01-16 02:00:00;1452909600;364.16977622;356.64313689
2016-01-16 04:00:00;1452916800;376.78334212;350.25746386
2016-01-16 06:00:00;1452924000;368.94053577;359.0
2016-01-16 08:00:00;1452931200;367.74536693;354.48497464
2016-01-16 10:00:00;1452938400;375.53419269;358.47678271
2016-01-16 12:00:00;1452945600;375.38651335;362.0
2016-01-16 14:00:00;1452952800;377.6161469;365.00000001
2016-01-16 16:00:00;1452960000;373.10164673;364.27052957
2016-01-16 18:00:00;1452967200;383.8870397;368.23552986
2016-01-16 20:00:00;1452974400;387.99999999;379.52024662
2016-01-16 22:00:00;1452981600;386.4618669;380.64641606
2016-01-17 00:00:00;1452988800;390.0;379.7665857
2016-01-17 02:00:00;1452996000;394.1;379.74646459
2016-01-17 04:00:00;1453003200;390.0;379.47540535
2016-01-17 06:00:00;1453010400;381.0;379.48
2016-01-17 08:00:00;1453017600;385.0;377.60000005
2016-01-17 10:00:00;1453024800;382.5;382.00000383
2016-01-17 12:00:00;1453032000;389.99999994;377.60000005
2016-01-17 14:00:00;1453039200;389.99999989;377.60001
2016-01-17 16:00:00;1453046400;384.99503027;384.99503027
2016-01-17 18:00:00;1453053600;388.875;381.87501312
2016-01-17 20:00:00;1453060800;389.87999999;383.87504642
2016-01-17 22:00:00;1453068000;385.00003734;369.71695546
2016-01-18 00:00:00;1453075200;388.87599998;371.44223035
2016-01-18 02:00:00;1453082400;380.80006359;375.00077927
2016-01-18 04:00:00;1453089600;380.80002322;370.0
2016-01-18 06:00:00;1453096800;386.49999975;367.11112952
2016-01-18 08:00:00;1453104000;374.00000462;374.00000462
2016-01-18 10:00:00;1453111200;388.85;375.0
2016-01-18 12:00:00;1453118400;388.85000014;375.0
2016-01-18 14:00:00;1453125600;377.36961;374.10010005
2016-01-18 16:00:00;1453132800;398.5712501;385.00000001
2016-01-18 18:00:00;1453140000;399.94999999;385.00000001
2016-01-18 20:00:00;1453147200;394.0;388.0
2016-01-18 22:00:00;1453154400;388.0;384.50000387
2016-01-19 00:00:00;1453161600;393.8999994;383.76
2016-01-19 02:00:00;1453168800;395.0;378.5043
2016-01-19 04:00:00;1453176000;392.99999993;392.99999993
2016-01-19 06:00:00;1453183200;392.99999748;383.17500081
2016-01-19 08:00:00;1453190400;383.17500198;383.17500187
2016-01-19 10:00:00;1453197600;383.20000329;383.20000301
2016-01-19 12:00:00;1453204800;387.23400001;383.30000608
2016-01-19 14:00:00;1453212000;389.20350034;383.20001002
2016-01-19 16:00:00;1453219200;383.20001002;381.00000001
2016-01-19 18:00:00;1453226400;381.00000001;376.73464414
2016-01-19 20:00:00;1453233600;380.0;378.00000161
2016-01-19 22:00:00;1453240800;383.88888888;378.50200171
2016-01-20 00:00:00;1453248000;379.502007;377.4225
2016-01-20 02:00:00;1453255200;378.15;378.15
2016-01-20 04:00:00;1453262400;378.15;378.15
2016-01-20 06:00:00;1453269600;389.0;389.0
2016-01-20 08:00:00;1453276800;388.88999999;388.88999999
2016-01-20 10:00:00;1453284000;389.89999998;378.17010001
2016-01-20 12:00:00;1453291200;403.18785087;383.00000003
2016-01-20 14:00:00;1453298400;419.41204391;402.33399764
2016-01-20 16:00:00;1453305600;421.96034754;408.0
2016-01-20 18:00:00;1453312800;414.99949989;403.00000011
2016-01-20 20:00:00;1453320000;410.50000001;409.00000004
2016-01-20 22:00:00;1453327200;422.88270948;410.0000001
2016-01-21 00:00:00;1453334400;418.00000684;411.00000979
2016-01-21 02:00:00;1453341600;420.42999999;411.44135455
2016-01-21 04:00:00;1453348800;415.93185337;411.44135455
2016-01-21 06:00:00;1453356000;414.59999997;411.0000235
2016-01-21 08:00:00;1453363200;416.2000077;411.0000374
2016-01-21 10:00:00;1453370400;414.4999;411.00005431
2016-01-21 12:00:00;1453377600;418.36081665;411.00006513
2016-01-21 14:00:00;1453384800;419.99889999;411.00007338
2016-01-21 16:00:00;1453392000;414.00000415;408.0
2016-01-21 18:00:00;1453399200;410.0;406.50000001
2016-01-21 20:00:00;1453406400;413.02307;401.43089234
2016-01-21 22:00:00;1453413600;414.00000415;404.0000001
2016-01-22 00:00:00;1453420800;413.26513434;405.0000003
2016-01-22 02:00:00;1453428000;405.0000003;403.77651809
2016-01-22 04:00:00;1453435200;401.67741233;389.01000002
2016-01-22 06:00:00;1453442400;400.92579934;400.79999977
2016-01-22 08:00:00;1453449600;404.12229886;396.3783964
2016-01-22 10:00:00;1453456800;399.31340296;390.000001
2016-01-22 12:00:00;1453464000;398.49368985;397.0
2016-01-22 14:00:00;1453471200;394.0;389.94148911
2016-01-22 16:00:00;1453478400;390.71837119;383.00001
2016-01-22 18:00:00;1453485600;393.19336526;375.00000001
2016-01-22 20:00:00;1453492800;393.19336526;375.0
2016-01-22 22:00:00;1453500000;381.58662784;376.00001033
2016-01-23 00:00:00;1453507200;394.99499999;378.02890176
2016-01-23 02:00:00;1453514400;393.44223625;385.00000001
2016-01-23 04:00:00;1453521600;394.995;384.04013566
2016-01-23 06:00:00;1453528800;394.28783806;388.58511865
2016-01-23 08:00:00;1453536000;392.5999997;389.71054643
2016-01-23 10:00:00;1453543200;391.03438244;389.71054709
2016-01-23 12:00:00;1453550400;392.03438264;378.80924246
2016-01-23 14:00:00;1453557600;381.11162327;379.11162027
2016-01-23 16:00:00;1453564800;396.87052076;382.83759237
2016-01-23 18:00:00;1453572000;394.28551725;389.36679331
2016-01-23 20:00:00;1453579200;404.36071952;384.75585393
2016-01-23 22:00:00;1453586400;398.80788587;384.12146191
2016-01-24 00:00:00;1453593600;393.63500198;384.00000021
2016-01-24 02:00:00;1453600800;390.9999999;385.21314063
2016-01-24 04:00:00;1453608000;389.0;384.00000001
2016-01-24 06:00:00;1453615200;389.0;384.034
2016-01-24 08:00:00;1453622400;398.80779999;378.80930001
2016-01-24 10:00:00;1453629600;404.36071951;394.0
2016-01-24 12:00:00;1453636800;403.61343447;398.10950019
2016-01-24 14:00:00;1453644000;402.73647412;396.10950434
2016-01-24 16:00:00;1453651200;407.0;398.18837466
2016-01-24 18:00:00;1453658400;406.28642352;400.4664872
2016-01-24 20:00:00;1453665600;407.91799999;402.8578743
2016-01-24 22:00:00;1453672800;407.64002594;402.8578755
2016-01-25 00:00:00;1453680000;406.80087623;398.19
2016-01-25 02:00:00;1453687200;401.46549337;392.88766374
2016-01-25 04:00:00;1453694400;406.80087624;393.80925616
2016-01-25 06:00:00;1453701600;406.80087625;394.0
2016-01-25 08:00:00;1453708800;399.1735622;396.83903125
2016-01-25 10:00:00;1453716000;403.90175965;395.99401851
2016-01-25 12:00:00;1453723200;402.45111405;394.0
2016-01-25 14:00:00;1453730400;401.0;394.0
2016-01-25 16:00:00;1453737600;399.80963828;392.0
2016-01-25 18:00:00;1453744800;398.95;384.90950034
2016-01-25 20:00:00;1453752000;399.98999999;387.29599999
2016-01-25 22:00:00;1453759200;396.30334577;388.78000002
2016-01-26 00:00:00;1453766400;392.17000023;388.88000001
2016-01-26 02:00:00;1453773600;395.08170083;392.17000023
2016-01-26 04:00:00;1453780800;394.77257026;388.46319168
2016-01-26 06:00:00;1453788000;395.47507443;387.56782023
2016-01-26 08:00:00;1453795200;395.69179425;386.32776001
2016-01-26 10:00:00;1453802400;393.26369993;387.61035902
2016-01-26 12:00:00;1453809600;399.657;392.27000001
2016-01-26 14:00:00;1453816800;399.65700001;386.84513302
2016-01-26 16:00:00;1453824000;393.5;388.8
2016-01-26 18:00:00;1453831200;393.5;384.90950034
2016-01-26 20:00:00;1453838400;393.5;388.71946585
2016-01-26 22:00:00;1453845600;396.56999999;385.90785146
2016-01-27 00:00:00;1453852800;395.11999999;386.3336785
2016-01-27 02:00:00;1453860000;389.41;388.49000515
2016-01-27 04:00:00;1453867200;396.98050001;387.92683944
2016-01-27 06:00:00;1453874400;401.17609864;384.332
2016-01-27 08:00:00;1453881600;398.0;392.07000808
2016-01-27 10:00:00;1453888800;397.03;392.0
2016-01-27 12:00:00;1453896000;398.30322821;393.00000019
2016-01-27 14:00:00;1453903200;398.30322801;393.00000017
2016-01-27 16:00:00;1453910400;397.9400084;393.000005
2016-01-27 18:00:00;1453917600;396.69;391.72
2016-01-27 20:00:00;1453924800;396.93001312;390.97511689
2016-01-27 22:00:00;1453932000;397.05999998;391.00000004
2016-01-28 00:00:00;1453939200;391.19000101;391.09000196
2016-01-28 02:00:00;1453946400;391.09000103;376.00001001
2016-01-28 04:00:00;1453953600;382.14358573;374.68813274
2016-01-28 06:00:00;1453960800;377.30832946;376.99999999
2016-01-28 08:00:00;1453968000;381.562;376.96
2016-01-28 10:00:00;1453975200;384.77;377.2414842
2016-01-28 12:00:00;1453982400;380.0000001;379.0
2016-01-28 14:00:00;1453989600;381.0000001;375.07001001
2016-01-28 16:00:00;1453996800;381.0000001;377.03112843
2016-01-28 18:00:00;1454004000;381.0000001;377.00002171
2016-01-28 20:00:00;1454011200;381.0000001;378.0000003
2016-01-28 22:00:00;1454018400;378.2;378.0000001
2016-01-29 00:00:00;1454025600;377.4;357.59046709
2016-01-29 02:00:00;1454032800;372.27999999;363.03011609
2016-01-29 04:00:00;1454040000;374.67999999;364.06988092
2016-01-29 06:00:00;1454047200;377.0;368.56000037
2016-01-29 08:00:00;1454054400;376.33418603;368.75066028
2016-01-29 10:00:00;1454061600;381.0000001;369.48817262
2016-01-29 12:00:00;1454068800;381.0000001;379.0000001
2016-01-29 14:00:00;1454076000;381.00000003;377.00000003
2016-01-29 16:00:00;1454083200;378.88500074;377.0000007
2016-01-29 18:00:00;1454090400;378.94281084;377.05752325
2016-01-29 20:00:00;1454097600;378.94281122;374.0
2016-01-29 22:00:00;1454104800;377.94999999;376.8600002
2016-01-30 00:00:00;1454112000;379.0;376.34
2016-01-30 02:00:00;1454119200;378.5;376.51
2016-01-30 04:00:00;1454126400;380.49999999;374.00000001
2016-01-30 06:00:00;1454133600;380.5;377.5
2016-01-30 08:00:00;1454140800;380.49;376.09
2016-01-30 10:00:00;1454148000;375.97;375.15
2016-01-30 12:00:00;1454155200;379.74;375.15000001
2016-01-30 14:00:00;1454162400;375.98;375.98
2016-01-30 16:00:00;1454169600;379.36;371.2
2016-01-30 18:00:00;1454176800;380.3;374.9
2016-01-30 20:00:00;1454184000;379.80942681;375.20942681
2016-01-30 22:00:00;1454191200;379.80942684;375.20942681
2016-01-31 00:00:00;1454198400;380.22999999;374.87
2016-01-31 02:00:00;1454205600;380.5;380.475
2016-01-31 04:00:00;1454212800;376.99000001;376.71094394
2016-01-31 06:00:00;1454220000;380.5;376.71094394
2016-01-31 08:00:00;1454227200;377.2;377.2
2016-01-31 10:00:00;1454234400;377.2;377.2
2016-01-31 12:00:00;1454241600;380.28999998;377.0
2016-01-31 14:00:00;1454248800;378.0;376.72
2016-01-31 16:00:00;1454256000;379.99999999;374.9
2016-01-31 18:00:00;1454263200;379.00999958;374.40000001
2016-01-31 20:00:00;1454270400;379.00999925;378.0
2016-01-31 22:00:00;1454277600;378.39999045;362.60000001
2016-02-01 00:00:00;1454284800;371.07999997;365.38942463
2016-02-01 02:00:00;1454292000;369.14994311;365.08737718
2016-02-01 04:00:00;1454299200;376.58999999;364.6378196
2016-02-01 06:00:00;1454306400;377.56;364.63788172
2016-02-01 08:00:00;1454313600;370.0000014;364.7
2016-02-01 10:00:00;1454320800;375.0;360.5
2016-02-01 12:00:00;1454328000;378.0;372.34001737
2016-02-01 14:00:00;1454335200;378.69999435;372.84
2016-02-01 16:00:00;1454342400;380.09999995;371.08000001
2016-02-01 18:00:00;1454349600;370.9;370.38000003
2016-02-01 20:00:00;1454356800;372.83;370.7
2016-02-01 22:00:00;1454364000;374.13999999;370.45
2016-02-02 00:00:00;1454371200;377.69999998;372.57000004
2016-02-02 02:00:00;1454378400;377.7777777;374.4444
2016-02-02 04:00:00;1454385600;372.13000002;372.13000002
2016-02-02 06:00:00;1454392800;377.77777769;372.21000001
2016-02-02 08:00:00;1454400000;377.06536124;373.00000006
2016-02-02 10:00:00;1454407200;376.00000007;375.88899989
2016-02-02 12:00:00;1454414400;377.04;375.76663706
2016-02-02 14:00:00;1454421600;377.04;377.04
2016-02-02 16:00:00;1454428800;377.01999999;371.92
2016-02-02 18:00:00;1454436000;373.0;370.00000008
2016-02-02 20:00:00;1454443200;373.0;368.67145259
2016-02-02 22:00:00;1454450400;373.0;368.6900001
2016-02-03 00:00:00;1454457600;373.0;364.00000039
2016-02-03 02:00:00;1454464800;372.99999996;367.62058698
2016-02-03 04:00:00;1454472000;367.9;351.8881965
2016-02-03 06:00:00;1454479200;370.91499485;358.3344
2016-02-03 08:00:00;1454486400;368.70961201;362.85704622
2016-02-03 10:00:00;1454493600;366.76682431;366.15837049
2016-02-03 12:00:00;1454500800;368.0000001;361.02936669
2016-02-03 14:00:00;1454508000;366.0;364.0
2016-02-03 16:00:00;1454515200;368.0;362.66899848
2016-02-03 18:00:00;1454522400;372.99999999;364.00000021
2016-02-03 20:00:00;1454529600;364.00000075;364.00000065
2016-02-03 22:00:00;1454536800;365.0;358.52
2016-02-04 00:00:00;1454544000;367.99999999;360.00002945
2016-02-04 02:00:00;1454551200;371.99999999;358.51
2016-02-04 04:00:00;1454558400;372.99999999;371.8
2016-02-04 06:00:00;1454565600;373.0;363.00001465
2016-02-04 08:00:00;1454572800;371.0;371.0
2016-02-04 10:00:00;1454580000;372.13;367.00000259
2016-02-04 12:00:00;1454587200;373.0;370.0000001
2016-02-04 14:00:00;1454594400;380.89500046;373.0
2016-02-04 16:00:00;1454601600;387.87999998;380.76334788
2016-02-04 18:00:00;1454608800;385.00000019;365.0
2016-02-04 20:00:00;1454616000;385.0;375.41478429
2016-02-04 22:00:00;1454623200;389.59999999;377.67943461
2016-02-05 00:00:00;1454630400;388.10000007;380.3530589
2016-02-05 02:00:00;1454637600;388.09999958;383.3791632
2016-02-05 04:00:00;1454644800;391.981;388.09999958
2016-02-05 06:00:00;1454652000;391.59999999;386.0
2016-02-05 08:00:00;1454659200;389.90239752;387.74530149
2016-02-05 10:00:00;1454666400;388.00000216;386.0
2016-02-05 12:00:00;1454673600;393.88085799;386.0
2016-02-05 14:00:00;1454680800;388.88;386.5
2016-02-05 16:00:00;1454688000;397.97511686;386.9356
2016-02-05 18:00:00;1454695200;393.83738876;384.00000021
2016-02-05 20:00:00;1454702400;391.97999808;385.85900999
2016-02-05 22:00:00;1454709600;385.98899664;383.05700757
2016-02-06 00:00:00;1454716800;388.18962933;380.1234
2016-02-06 02:00:00;1454724000;387.20018965;380.85362245
2016-02-06 04:00:00;1454731200;386.78000901;376.94999992
2016-02-06 06:00:00;1454738400;382.10850437;374.11100001
2016-02-06 08:00:00;1454745600;380.25;373.20000002
2016-02-06 10:00:00;1454752800;377.29797459;373.60399998
2016-02-06 12:00:00;1454760000;379.99999906;378.99999631
2016-02-06 14:00:00;1454767200;379.99999973;377.74647359
2016-02-06 16:00:00;1454774400;377.07191419;371.0
2016-02-06 18:00:00;1454781600;376.15595475;372.15000001
2016-02-06 20:00:00;1454788800;377.08637598;373.15595484
2016-02-06 22:00:00;1454796000;377.82709324;374.2270933
2016-02-07 00:00:00;1454803200;377.63999823;377.63999823
2016-02-07 02:00:00;1454810400;376.96999674;376.96999674
2016-02-07 04:00:00;1454817600;375.93800001;375.93795796
2016-02-07 06:00:00;1454824800;377.0;374.22709312
2016-02-07 08:00:00;1454832000;381.62790565;374.22709312
2016-02-07 10:00:00;1454839200;381.67419373;374.94
2016-02-07 12:00:00;1454846400;379.80539648;379.73226969
2016-02-07 14:00:00;1454853600;380.44999998;374.8581065
2016-02-07 16:00:00;1454860800;379.5;375.00000022
2016-02-07 18:00:00;1454868000;377.83999989;368.99999823
2016-02-07 20:00:00;1454875200;375.92979753;370.07000022
2016-02-07 22:00:00;1454882400;372.99999973;372.99999914
2016-02-08 00:00:00;1454889600;377.65796107;372.99999916
2016-02-08 02:00:00;1454896800;379.00999997;372.99999948
2016-02-08 04:00:00;1454904000;373.00001054;373.00001025
2016-02-08 06:00:00;1454911200;374.86501033;371.13500052
2016-02-08 08:00:00;1454918400;374.86501033;374.86501033
2016-02-08 10:00:00;1454925600;372.30005235;372.10001194
2016-02-08 12:00:00;1454932800;376.73000868;372.30005276
2016-02-08 14:00:00;1454940000;375.37071549;372.30005233
2016-02-08 16:00:00;1454947200;375.2471114;370.27432804
2016-02-08 18:00:00;1454954400;374.99999965;370.47484485
2016-02-08 20:00:00;1454961600;374.10999995;369.09999999
2016-02-08 22:00:00;1454968800;374.04999999;369.65447893
2016-02-09 00:00:00;1454976000;373.21999986;373.21999971
2016-02-09 02:00:00;1454983200;373.86999913;369.65451242
2016-02-09 04:00:00;1454990400;373.34999962;372.00064922
2016-02-09 06:00:00;1454997600;374.91095849;371.48324966
2016-02-09 08:00:00;1455004800;374.51999999;370.51000008
2016-02-09 10:00:00;1455012000;374.99999997;370.35889995
2016-02-09 12:00:00;1455019200;374.99999997;370.35900022
2016-02-09 14:00:00;1455026400;379.94024993;374.99999996
2016-02-09 16:00:00;1455033600;380.48999999;373.12499994
2016-02-09 18:00:00;1455040800;377.88000001;373.125
2016-02-09 20:00:00;1455048000;380.49;373.20000007
2016-02-09 22:00:00;1455055200;377.74102079;376.5
2016-02-10 00:00:00;1455062400;380.0;373.125
2016-02-10 02:00:00;1455069600;379.999;373.12499995
2016-02-10 04:00:00;1455076800;383.7396524;374.00000012
2016-02-10 06:00:00;1455084000;381.4;373.72
2016-02-10 08:00:00;1455091200;384.96;373.12499987
2016-02-10 10:00:00;1455098400;382.99999999;375.17000256
2016-02-10 12:00:00;1455105600;383.0;374.5
